x_left_m,y_left_m,x_center_m,y_center_m,x_right_m,y_right_m
1.282485578727804,6.717514421272207,2.343145750507624,5.656854249492384,3.403805922287444,4.596194077712561
1.4968024936774607,6.925201960503412,2.5236231525704937,5.831749019371295,3.550443811463527,4.738296078239178
1.7175372794253099,7.126055161489369,2.709505077410787,6.0008885570436785,3.7014728753962647,4.8757219525979885
1.9444720973874494,7.319875806369999,2.900608082010484,6.164105942206315,3.856744066633518,5.008336078042631
2.177382990296728,7.506472617569063,3.0967435707761934,6.321240099005528,4.016104151255659,5.1360075804419925
2.4160401032215115,7.685661446562006,3.2977179816602193,6.472135954999583,4.179395860098927,5.258610463437161
2.6602079104047642,7.85726545560834,3.503332977182959,6.616644594196497,4.346458043961153,5.376023732784654
2.9096454476995355,8.021115292269146,3.7133856401680294,6.754623404016122,4.517125832636523,5.488131515763099
3.164106550371475,8.177049256537465,3.9276686739970312,6.88593621603155,4.6912307976225875,5.594823175525634
3.4233400960337113,8.324913460416708,4.145970607186284,7.010453440350912,4.868601118338856,5.695993420285117
3.6870902524743117,8.464561979789497,4.368076002083631,7.128052193506946,5.0490617516929515,5.791542407224394
3.9550967301318147,8.59585699842719,4.593765667479422,7.238616419728158,5.23243460482703,5.881375841029128
4.227095038969589,8.718668943997823,4.822816874921758,7.34203700547185,5.418538710873927,5.965405066945877
4.502816749495561,8.832876615938389,5.0550035785225775,7.438211887106012,5.607190407549594,6.043547158273634
4.78198975766974,8.938367305065146,5.290096638037676,7.527046151633806,5.798203518405613,6.1157249982024675
5.064338553438007,9.035036904803961,5.527864045000426,7.60845213036123,5.991389536562845,6.181867355918499
5.3495844926273275,9.12279001393096,5.76807115168617,7.682349485415545,6.186557810745013,6.24190895690013
5.637446071933882,9.201540030721995,6.010480902681165,7.7486652890290495,6.383515733428448,6.295790547336103
5.927639206732848,9.2712092384181,6.254854068827661,7.8073340955099795,6.582068930922474,6.343458952601858
6.219877511435623,9.331728881922544,6.50094948331421,7.858298005829511,6.7820214551927975,6.384867129736477
6.513872582117814,9.38303923565381,6.748524279678159,7.901506724761103,6.983175977238504,6.419974213868397
6.809334281139117,9.42508966248754,6.99733413148557,7.936917610515823,7.185333981832024,6.448745558544106
7.105971023474117,9.45783866372926,7.247133493451888,7.96449571682464,7.388295963429659,6.471152769920019
7.403490064471523,9.48125392006858,7.497675843765494,7.9842138274261725,7.591861623059465,6.487173734783765
7.701597788757788,9.495312323474451,7.748713927374981,7.996052482925853,7.795830065992173,6.4967926423772555
8.000000000000007,9.5,8.000000000000005,8.0,8.000000000000004,6.5
8.298402211242223,9.49531232347445,8.25128607262503,7.996052482925852,8.204169934007837,6.496792642377255
8.596509935528479,9.48125392006858,8.50232415623451,7.9842138274261725,8.40813837694054,6.487173734783765
8.894028976525888,9.457838663729259,8.752866506548116,7.96449571682464,8.611704036570345,6.47115276992002
9.190665718860897,9.425089662487538,9.002665868514441,7.936917610515822,8.814666018167985,6.448745558544106
9.486127417882201,9.383039235653808,9.251475720321853,7.901506724761101,9.016824022761504,6.419974213868395
9.78012248856439,9.331728881922542,9.4990505166858,7.858298005829509,9.217978544807211,6.3848671297364765
10.072360793267158,9.271209238418098,9.745145931172344,7.807334095509979,9.417931069077529,6.343458952601858
10.362553928066122,9.201540030721995,9.989519097318839,7.748665289029049,9.616484266571556,6.295790547336102
10.650415507372676,9.12279001393096,10.231928848313833,7.6823494854155445,9.81344218925499,6.241908956900129
10.935661446562,9.03503690480396,10.472135954999578,7.608452130361229,10.008610463437156,6.181867355918499
11.218010242330282,8.938367305065137,10.709903361962342,7.5270461516338,10.201796481594402,6.115724998202463
11.49718325050445,8.832876615938384,10.944996421477432,7.438211887106007,10.392809592450414,6.043547158273631
11.772904961030425,8.718668943997816,11.177183125078253,7.342037005471846,10.58146128912608,5.965405066945874
12.044903269868197,8.595856998427182,11.406234332520587,7.238616419728153,10.767565395172976,5.881375841029124
12.3129097475257,8.464561979789492,11.63192399791638,7.1280521935069405,10.95093824830706,5.791542407224389
12.5766599039663,8.3249134604167,11.854029392813725,7.010453440350907,11.13139888166115,5.695993420285113
12.83589344962853,8.177049256537462,12.072331326002972,6.885936216031547,11.308769202377414,5.594823175525632
13.090354552300468,8.021115292269144,12.286614359831974,6.75462340401612,11.48287416736348,5.488131515763096
13.33979208959524,7.857265455608338,12.496667022817045,6.616644594196495,11.653541956038849,5.376023732784652
13.583959896778495,7.685661446562,12.702282018339783,6.4721359549995805,11.820604139901072,5.258610463437161
13.822617009703285,7.506472617569052,12.90325642922382,6.321240099005516,11.983895848744355,5.13600758044198
14.05552790261256,7.319875806369991,13.099391917989525,6.164105942206308,12.14325593336649,5.008336078042625
14.282462720574703,7.126055161489357,13.290494922589222,6.0008885570436705,12.29852712460374,4.875721952597984
14.503197506322548,6.925201960503402,13.476376847429513,5.831749019371287,12.449556188536478,4.7382960782391725
14.717514421272204,6.717514421272197,13.656854249492383,5.656854249492376,12.596194077712562,4.596194077712555
14.925201960503413,6.503197506322538,13.831749019371294,5.476376847429506,12.738296078239175,4.449556188536475
15.126055161489363,6.282462720574694,14.000888557043677,5.290494922589213,12.87572195259799,4.298527124603732
15.31987580637,6.0555279026125515,14.164105942206316,5.099391917989517,13.008336078042632,4.143255933366483
15.506472617569058,5.8226170097032774,14.321240099005522,4.903256429223812,13.136007580441985,3.9838958487443468
15.685661446562,5.583959896778499,14.47213595499958,4.702282018339787,13.25861046343716,3.820604139901075
15.857265455608346,5.339792089595229,14.6166445941965,4.496667022817036,13.376023732784656,3.6535419560388425
16.02111529226915,5.090354552300457,14.754623404016126,4.286614359831965,13.4881315157631,3.482874167363473
16.17704925653747,4.835893449628517,14.885936216031553,4.072331326002963,13.594823175525635,3.30876920237741
16.324913460416706,4.5766599039662905,15.010453440350911,3.8540293928137164,13.695993420285117,3.131398881661142
16.464561979789497,4.312909747525687,15.128052193506946,3.6319239979163696,13.791542407224393,2.950938248307052
16.595856998427188,4.044903269868184,15.238616419728157,3.4062343325205777,13.881375841029126,2.767565395172971
16.71866894399782,3.7729049610304144,15.34203700547185,3.1771831250782427,13.965405066945879,2.581461289126071
16.832876615938385,3.497183250504442,15.43821188710601,2.944996421477423,14.043547158273634,2.392809592450404
16.938367305065142,3.218010242330273,15.527046151633805,2.7099033619623314,14.115724998202468,2.2017964815943896
17.035036904803963,2.935661446561995,15.60845213036123,2.472135954999581,14.181867355918497,2.008610463437167
17.12279001393096,2.6504155073726663,15.682349485415546,2.2319288483138235,14.241908956900131,1.813442189254981
17.201540030721997,2.362553928066114,15.748665289029052,1.989519097318829,14.295790547336107,1.6164842665715442
17.271209238418102,2.0723607932671424,15.807334095509981,1.7451459311723325,14.343458952601859,1.4179310690775226
17.331728881922544,1.780122488564374,15.85829800582951,1.4990505166857906,14.384867129736477,1.2179785448072071
17.383039235653808,1.4861274178821895,15.901506724761102,1.2514757203218418,14.419974213868397,1.0168240227614942
17.42508966248754,1.1906657188608862,15.936917610515824,1.0026658685144303,14.448745558544108,0.8146660181679743
17.45783866372926,0.8940289765258808,15.96449571682464,0.7528665065481123,14.47115276992002,0.6117040365703438
17.48125392006858,0.5965099355284781,15.984213827426172,0.5023241562345061,14.487173734783765,0.4081383769405341
17.49531232347445,0.29840221124221966,15.996052482925853,0.2512860726250269,14.496792642377255,0.20416993400783412
17.5,-3.342361658007918e-15,16.0,1.959434878635765e-15,14.5,7.261231415279448e-15
17.495312323474447,-0.2984022112422339,15.996052482925851,-0.25128607262503716,14.496792642377255,-0.20416993400784042
17.48125392006858,-0.5965099355284832,15.98421382742617,-0.5023241562345164,14.487173734783763,-0.40813837694054966
17.45783866372926,-0.8940289765258911,15.96449571682464,-0.7528665065481225,14.47115276992002,-0.6117040365703539
17.42508966248754,-1.1906657188608964,15.936917610515822,-1.0026658685144405,14.448745558544106,-0.8146660181679846
17.383039235653808,-1.4861274178821997,15.901506724761102,-1.251475720321852,14.419974213868397,-1.0168240227615044
17.33172888192254,-1.7801224885643894,15.858298005829509,-1.4990505166858006,14.384867129736476,-1.2179785448072118
17.271209238418102,-2.0723607932671575,15.80733409550998,-1.7451459311723425,14.343458952601859,-1.4179310690775275
17.201540030721993,-2.362553928066124,15.748665289029049,-1.989519097318839,14.295790547336104,-1.616484266571554
17.12279001393096,-2.650415507372677,15.682349485415545,-2.2319288483138333,14.24190895690013,-1.8134421892549897
17.03503690480396,-2.9356614465619963,15.60845213036123,-2.4721359549995774,14.181867355918499,-2.0086104634371584
16.93836730506514,-3.2180102423302803,15.527046151633801,-2.709903361962341,14.115724998202463,-2.201796481594402
16.832876615938382,-3.4971832505044564,15.438211887106007,-2.9449964214774322,14.043547158273633,-2.392809592450408
16.718668943997816,-3.7729049610304237,15.342037005471845,-3.177183125078252,13.965405066945873,-2.5814612891260804
16.595856998427184,-4.044903269868194,15.238616419728153,-3.406234332520587,13.881375841029122,-2.76756539517298
16.464561979789494,-4.312909747525697,15.12805219350694,-3.631923997916379,13.791542407224387,-2.9509382483070605
16.324913460416703,-4.576659903966296,15.010453440350908,-3.8540293928137253,13.695993420285111,-3.1313988816611547
16.177049256537465,-4.835893449628531,14.88593621603155,-4.072331326002972,13.594823175525635,-3.308769202377414
16.02111529226914,-5.090354552300474,14.75462340401612,-4.286614359831973,13.4881315157631,-3.482874167363472
15.857265455608335,-5.339792089595242,14.616644594196494,-4.496667022817044,13.376023732784653,-3.6535419560388456
15.685661446562003,-5.583959896778491,14.47213595499958,-4.702282018339783,13.258610463437156,-3.820604139901076
15.506472617569054,-5.822617009703283,14.321240099005516,-4.903256429223821,13.136007580441978,-3.983895848744359
15.319875806369991,-6.05552790261256,14.164105942206309,-5.099391917989525,13.008336078042626,-4.14325593336649
15.126055161489358,-6.282462720574702,14.000888557043671,-5.290494922589221,12.875721952597985,-4.29852712460374
14.9252019605034,-6.50319750632255,13.831749019371287,-5.476376847429514,12.738296078239173,-4.449556188536478
14.717514421272195,-6.717514421272206,13.656854249492376,-5.656854249492383,12.596194077712557,-4.5961940777125605
14.503197506322541,-6.925201960503409,13.476376847429506,-5.831749019371294,12.449556188536471,-4.73829607823918
14.282462720574694,-7.126055161489365,13.290494922589215,-6.000888557043678,12.298527124603735,-4.87572195259799
14.055527902612551,-7.319875806369999,13.099391917989518,-6.164105942206314,12.143255933366484,-5.008336078042629
13.822617009703277,-7.506472617569058,12.903256429223813,-6.321240099005522,11.983895848744348,-5.136007580441987
13.583959896778484,-7.685661446562008,12.702282018339776,-6.472135954999587,11.820604139901068,-5.258610463437165
13.339792089595228,-7.857265455608346,12.496667022817036,-6.616644594196501,11.653541956038843,-5.376023732784656
13.090354552300457,-8.021115292269151,12.286614359831965,-6.754623404016126,11.482874167363473,-5.488131515763102
12.835893449628516,-8.17704925653747,12.072331326002963,-6.885936216031553,11.30876920237741,-5.594823175525635
12.57665990396629,-8.324913460416706,11.854029392813716,-7.010453440350911,11.131398881661143,-5.695993420285117
12.31290974752569,-8.464561979789497,11.63192399791637,-7.128052193506945,10.95093824830705,-5.791542407224393
12.044903269868188,-8.595856998427186,11.406234332520578,-7.2386164197281575,10.767565395172968,-5.881375841029128
11.772904961030417,-8.718668943997821,11.177183125078244,-7.34203700547185,10.581461289126072,-5.965405066945879
11.49718325050444,-8.832876615938389,10.944996421477423,-7.438211887106012,10.392809592450407,-6.043547158273634
11.218010242330267,-8.938367305065142,10.709903361962333,-7.527046151633804,10.201796481594398,-6.115724998202465
10.935661446561987,-9.035036904803963,10.472135954999569,-7.608452130361232,10.00861046343715,-6.1818673559185005
10.650415507372667,-9.122790013930961,10.231928848313824,-7.682349485415547,9.813442189254982,-6.241908956900132
10.362553928066113,-9.201540030721999,9.98951909731883,-7.748665289029051,9.616484266571547,-6.295790547336105
10.072360793267146,-9.271209238418102,9.745145931172333,-7.807334095509981,9.41793106907752,-6.34345895260186
9.780122488564375,-9.331728881922544,9.499050516685791,-7.858298005829511,9.217978544807208,-6.384867129736477
9.486127417882187,-9.38303923565381,9.251475720321842,-7.901506724761102,9.016824022761497,-6.419974213868395
9.190665718860886,-9.42508966248754,9.00266586851443,-7.936917610515823,8.814666018167975,-6.448745558544106
8.894028976525885,-9.45783866372926,8.752866506548113,-7.96449571682464,8.611704036570341,-6.471152769920019
8.596509935528479,-9.48125392006858,8.502324156234506,-7.9842138274261725,8.408138376940533,-6.487173734783765
8.29840221124222,-9.495312323474451,8.251286072625028,-7.996052482925853,8.204169934007837,-6.4967926423772555
7.999999999999986,-9.5,7.9999999999999885,-8.0,7.999999999999991,-6.5
7.701597788757768,-9.49531232347445,7.748713927374963,-7.996052482925852,7.795830065992158,-6.496792642377255
7.403490064471512,-9.481253920068578,7.497675843765484,-7.984213827426172,7.591861623059456,-6.487173734783765
7.105971023474107,-9.457838663729259,7.247133493451878,-7.964495716824639,7.388295963429649,-6.471152769920019
6.809334281139104,-9.425089662487538,6.99733413148556,-7.936917610515822,7.185333981832016,-6.448745558544105
6.513872582117801,-9.383039235653808,6.748524279678149,-7.901506724761101,6.9831759772384965,-6.419974213868395
6.219877511435611,-9.331728881922542,6.5009494833142,-7.858298005829509,6.782021455192789,-6.3848671297364765
5.927639206732843,-9.271209238418098,6.254854068827658,-7.807334095509979,6.582068930922473,-6.343458952601858
5.637446071933879,-9.201540030721995,6.010480902681161,-7.748665289029049,6.383515733428443,-6.295790547336102
5.349584492627321,-9.122790013930958,5.768071151686167,-7.6823494854155445,6.186557810745012,-6.24190895690013
5.064338553437988,-9.035036904803954,5.52786404500041,-7.608452130361225,5.991389536562831,-6.181867355918495
4.781989757669722,-8.938367305065139,5.290096638037659,-7.5270461516338,5.798203518405597,-6.115724998202462
4.50281674949555,-8.832876615938385,5.055003578522568,-7.438211887106008,5.607190407549585,-6.043547158273631
4.227095038969576,-8.718668943997818,4.822816874921749,-7.3420370054718465,5.418538710873921,-5.965405066945875
3.9550967301318023,-8.595856998427182,4.593765667479413,-7.238616419728154,5.2324346048270245,-5.881375841029126
3.6870902524742997,-8.464561979789492,4.368076002083622,-7.1280521935069405,5.0490617516929435,-5.791542407224389
3.4233400960337015,-8.324913460416703,4.145970607186275,-7.010453440350907,4.868601118338848,-5.695993420285111
3.164106550371472,-8.177049256537464,3.9276686739970286,-6.885936216031548,4.691230797622585,-5.594823175525633
2.909645447699533,-8.021115292269144,3.7133856401680267,-6.754623404016121,4.517125832636521,-5.488131515763097
2.6602079104047585,-7.857265455608337,3.503332977182956,-6.6166445941964955,4.346458043961154,-5.376023732784654
2.416040103221496,-7.685661446561993,3.297717981660206,-6.4721359549995725,4.179395860098916,-5.258610463437152
2.177382990296715,-7.506472617569052,3.09674357077618,-6.321240099005517,4.016104151255645,-5.136007580441982
1.9444720973874396,-7.319875806369991,2.900608082010476,-6.164105942206309,3.856744066633512,-5.0083360780426265
1.7175372794252992,-7.126055161489359,2.709505077410779,-6.000888557043671,3.7014728753962594,-4.875721952597984
1.4968024936774522,-6.925201960503404,2.5236231525704866,-5.831749019371288,3.550443811463521,-4.738296078239172
1.2824855787277953,-6.717514421272199,2.3431457505076168,-5.656854249492377,3.403805922287438,-4.596194077712555
1.0747980394965886,-6.5031975063225405,2.168250980628706,-5.476376847429507,3.261703921760823,-4.449556188536474
0.8739448385106336,-6.282462720574692,1.9991114429563224,-5.290494922589214,3.124278047402011,-4.298527124603735
0.680124193630002,-6.055527902612552,1.835894057793686,-5.099391917989518,2.99166392195737,-4.143255933366484
0.4935273824309401,-5.822617009703275,1.6787599009944776,-4.903256429223813,2.863992419558015,-3.9838958487443508
0.3143385534379921,-5.583959896778484,1.5278640450004142,-4.702282018339775,2.7413895365628362,-3.820604139901067
0.14273454439165656,-5.339792089595231,1.3833554058035,-4.496667022817037,2.6239762672153435,-3.653541956038842
-0.021115292269148433,-5.090354552300459,1.245376595983875,-4.286614359831965,2.5118684842368983,-3.4828741673634713
-0.1770492565374684,-4.835893449628521,1.1140637839684473,-4.072331326002964,2.405176824474363,-3.3087692023774076
-0.3249134604167072,-4.57665990396629,0.9895465596490887,-3.8540293928137173,2.3040065797148843,-3.131398881661145
-0.46456197978949687,-4.312909747525691,0.871947806493055,-3.6319239979163704,2.208457592775607,-2.9509382483070508
-0.5958569984271869,-4.044903269868188,0.7613835802718425,-3.4062343325205786,2.1186241589708716,-2.7675653951729693
-0.7186689439978213,-3.7729049610304153,0.65796299452815,-3.1771831250782436,2.0345949330541213,-2.581461289126072
-0.8328766159383898,-3.4971832505044382,0.5617881128939883,-2.944996421477424,1.9564528417263665,-2.3928095924504094
-0.9383673050651473,-3.218010242330253,0.4729538483661919,-2.709903361962319,1.8842750017975312,-2.201796481594385
-1.035036904803963,-2.935661446561987,0.3915478696387682,-2.4721359549995685,1.8181326440814993,-2.00861046343715
-1.122790013930962,-2.650415507372668,0.3176505145844528,-2.2319288483138244,1.7580910430998675,-1.8134421892549808
-1.2015400307219983,-2.3625539280661103,0.2513347109709487,-1.9895190973188301,1.7042094526638958,-1.6164842665715502
-1.271209238418102,-2.072360793267146,0.19266590449001963,-1.7451459311723334,1.6565410473981412,-1.417931069077521
-1.331728881922544,-1.7801224885643776,0.14170199417048934,-1.4990505166857915,1.6151328702635226,-1.2179785448072054
-1.383039235653809,-1.486127417882188,0.09849327523889784,-1.2514757203218427,1.5800257861316047,-1.0168240227614975
-1.42508966248754,-1.1906657188608871,0.06308238948417699,-1.0026658685144312,1.551254441455894,-0.8146660181679752
-1.4578386637292602,-0.8940289765258843,0.03550428317536003,-0.7528665065481132,1.5288472300799802,-0.611704036570342
-1.4812539200685797,-0.5965099355284764,0.015786172573827528,-0.5023241562345071,1.5128262652162348,-0.40813837694053773
-1.49531232347445,-0.2984022112422062,0.0039475170741472,-0.2512860726250137,1.5032073576227445,-0.20416993400782119
-1.499814948722491,-0.023560975967729554,0.0,0.0,1.499814948722491,0.023560975967729554
-1.5032073576227445,0.20416993400783384,-0.0039475170741472,0.25128607262502634,1.49531232347445,0.29840221124221883
-1.5128262652162348,0.4081383769405355,-0.015786172573827528,0.502324156234507,1.4812539200685797,0.5965099355284784
-1.5288472300799802,0.6117040365703443,-0.03550428317536003,0.7528665065481146,1.4578386637292602,0.8940289765258849
-1.551254441455894,0.8146660181679791,-0.06308238948417699,1.002665868514434,1.42508966248754,1.1906657188608891
-1.5800257861316045,1.0168240227615004,-0.09849327523889784,1.251475720321847,1.3830392356538088,1.4861274178821935
-1.6151328702635233,1.21797854480721,-0.14170199417049023,1.499050516685797,1.3317288819225428,1.780122488564384
-1.6565410473981412,1.4179310690775249,-0.19266590449002052,1.7451459311723405,1.2712092384181002,2.072360793267156
-1.7042094526638978,1.6164842665715553,-0.2513347109709514,1.9895190973188384,1.201540030721995,2.3625539280661214
-1.75809104309987,1.8134421892549901,-0.3176505145844555,2.231928848313834,1.122790013930959,2.6504155073726783
-1.818132644081502,2.008610463437158,-0.39154786963877175,2.472135954999579,1.0350369048039585,2.9356614465620003
-1.8842750017975343,2.2017964815943945,-0.47295384836619636,2.7099033619623314,0.9383673050651415,3.2180102423302683
-1.9564528417263665,2.3928095924504067,-0.5617881128939892,2.944996421477424,0.832876615938388,3.497183250504441
-2.0345949330541226,2.581461289126074,-0.6579629945281509,3.177183125078245,0.7186689439978209,3.7729049610304157
-2.118624158970874,2.7675653951729737,-0.7613835802718443,3.4062343325205817,0.5958569984271853,4.04490326986819
-2.208457592775609,2.950938248307055,-0.8719478064930568,3.6319239979163744,0.46456197978949554,4.312909747525694
-2.304006579714886,3.1313988816611493,-0.9895465596490913,3.8540293928137226,0.32491346041670366,4.576659903966296
-2.405176824474366,3.3087692023774133,-1.1140637839684508,4.0723313260029705,0.1770492565374644,4.835893449628528
-2.511868484236902,3.482874167363478,-1.2453765959838794,4.286614359831973,0.021115292269143104,5.090354552300468
-2.6239762672153484,3.6535419560388487,-1.3833554058035054,4.496667022817045,-0.14273454439166233,5.339792089595241
-2.7413895365628407,3.8206041399010746,-1.5278640450004204,4.702282018339785,-0.3143385534380001,5.583959896778495
-2.863992419558012,3.983895848744346,-1.6787599009944776,4.903256429223812,-0.4935273824309432,5.8226170097032774
-2.9916639219573717,4.1432559333664845,-1.8358940577936869,5.099391917989518,-0.6801241936300022,6.0555279026125515
-3.124278047402014,4.298527124603739,-1.9991114429563233,5.290494922589215,-0.8739448385106325,6.28246272057469
-3.261703921760825,4.4495561885364765,-2.1682509806287076,5.47637684742951,-1.0747980394965906,6.503197506322543
-3.4038059222874404,4.596194077712558,-2.3431457505076203,5.656854249492381,-1.2824855787278004,6.717514421272203
-3.5504438114635244,4.738296078239175,-2.523623152570491,5.831749019371292,-1.496802493677458,6.92520196050341
-3.701472875396263,4.875721952597987,-2.7095050774107854,6.000888557043677,-1.7175372794253079,7.126055161489367
-3.8567440666335178,5.008336078042631,-2.900608082010483,6.164105942206314,-1.944472097387448,7.319875806369997
-4.016104151255653,5.136007580441987,-3.096743570776188,6.321240099005523,-2.1773829902967234,7.5064726175690595
-4.179395860098925,5.258610463437158,-3.297717981660216,6.47213595499958,-2.4160401032215066,7.685661446562001
-4.346458043961151,5.376023732784652,-3.5033329771829553,6.616644594196495,-2.6602079104047593,7.857265455608338
-4.517125832636522,5.488131515763097,-3.7133856401680276,6.754623404016121,-2.9096454476995337,8.021115292269144
-4.691230797622589,5.594823175525635,-3.9276686739970303,6.885936216031549,-3.1641065503714714,8.177049256537464
-4.86860111833885,5.695993420285113,-4.145970607186278,7.01045344035091,-3.4233400960337064,8.324913460416706
-5.049061751692946,5.791542407224391,-4.368076002083626,7.128052193506942,-3.6870902524743063,8.464561979789494
-5.232434604827029,5.8813758410291275,-4.593765667479419,7.238616419728157,-3.955096730131809,8.595856998427186
-5.418538710873927,5.965405066945877,-4.822816874921756,7.342037005471849,-4.227095038969585,8.718668943997821
-5.607190407549595,6.043547158273635,-5.055003578522577,7.438211887106012,-4.502816749495558,8.832876615938389
-5.7982035184056055,6.115724998202466,-5.29009663803767,7.5270461516338045,-4.781989757669734,8.938367305065142
-5.99138953656284,6.181867355918497,-5.52786404500042,7.608452130361228,-5.0643385534380005,9.03503690480396
-6.186557810745009,6.241908956900129,-5.768071151686166,7.6823494854155445,-5.349584492627322,9.12279001393096
-6.383515733428445,6.295790547336102,-6.010480902681162,7.748665289029049,-5.637446071933879,9.201540030721995
-6.582068930922476,6.343458952601859,-6.25485406882766,7.8073340955099795,-5.927639206732844,9.2712092384181
-6.78202145519279,6.3848671297364765,-6.500949483314204,7.85829800582951,-6.219877511435618,9.331728881922542
-6.983175977238501,6.419974213868396,-6.748524279678154,7.901506724761102,-6.513872582117807,9.38303923565381
-7.185333981832021,6.448745558544106,-6.997334131485566,7.936917610515823,-6.809334281139111,9.42508966248754
-7.388295963429655,6.471152769920019,-7.247133493451885,7.96449571682464,-7.105971023474115,9.45783866372926
-7.591861623059465,6.487173734783765,-7.497675843765494,7.9842138274261725,-7.403490064471523,9.48125392006858
-7.795830065992167,6.4967926423772555,-7.7487139273749746,7.996052482925853,-7.701597788757782,9.495312323474451
-8.000000000000002,6.5,-8.000000000000002,8.0,-8.000000000000002,9.5
-8.204169934007833,6.4967926423772555,-8.251286072625026,7.996052482925853,-8.29840221124222,9.495312323474451
-8.408138376940537,6.487173734783765,-8.502324156234508,7.9842138274261725,-8.596509935528479,9.48125392006858
-8.611704036570341,6.47115276992002,-8.752866506548115,7.96449571682464,-8.894028976525888,9.457838663729259
-8.814666018167976,6.448745558544106,-9.002665868514434,7.936917610515822,-9.190665718860892,9.425089662487538
-9.016824022761503,6.419974213868395,-9.251475720321848,7.901506724761101,-9.486127417882193,9.383039235653808
-9.217978544807213,6.384867129736476,-9.499050516685799,7.858298005829509,-9.780122488564384,9.331728881922542
-9.417931069077525,6.343458952601859,-9.74514593117234,7.8073340955099795,-10.072360793267155,9.2712092384181
-9.616484266571558,6.295790547336102,-9.989519097318839,7.748665289029049,-10.36255392806612,9.201540030721995
-9.81344218925499,6.24190895690013,-10.231928848313835,7.6823494854155445,-10.65041550737268,9.12279001393096
-10.008610463437158,6.181867355918498,-10.47213595499958,7.608452130361228,-10.935661446562001,9.035036904803958
-10.201796481594394,6.115724998202466,-10.709903361962333,7.527046151633804,-11.218010242330271,8.938367305065142
-10.392809592450407,6.043547158273634,-10.944996421477423,7.438211887106011,-11.49718325050444,8.832876615938387
-10.581461289126075,5.965405066945877,-11.177183125078246,7.342037005471849,-11.772904961030417,8.718668943997821
-10.767565395172971,5.881375841029127,-11.406234332520581,7.238616419728156,-12.044903269868191,8.595856998427184
-10.950938248307054,5.791542407224391,-11.631923997916374,7.128052193506943,-12.312909747525694,8.464561979789496
-11.13139888166115,5.695993420285112,-11.854029392813723,7.010453440350908,-12.576659903966297,8.324913460416703
-11.308769202377416,5.594823175525632,-12.07233132600297,6.885936216031549,-12.835893449628525,8.177049256537465
-11.48287416736348,5.488131515763097,-12.286614359831976,6.75462340401612,-13.090354552300472,8.021115292269142
-11.653541956038847,5.376023732784654,-12.496667022817046,6.616644594196494,-13.339792089595246,7.857265455608333
-11.820604139901073,5.258610463437159,-12.702282018339783,6.47213595499958,-13.583959896778493,7.685661446562
-11.983895848744352,5.136007580441985,-12.903256429223813,6.321240099005522,-13.822617009703274,7.5064726175690595
-12.143255933366483,5.008336078042631,-13.099391917989518,6.164105942206314,-14.055527902612553,7.319875806369997
-12.298527124603737,4.875721952597987,-13.290494922589216,6.000888557043675,-14.282462720574696,7.126055161489363
-12.449556188536476,4.738296078239174,-13.47637684742951,5.8317490193712915,-14.503197506322543,6.925201960503409
-12.59619407771256,4.596194077712558,-13.65685424949238,5.656854249492381,-14.717514421272199,6.717514421272203
-12.738296078239177,4.449556188536475,-13.831749019371294,5.476376847429508,-14.925201960503411,6.503197506322541
-12.875721952597987,4.298527124603737,-14.000888557043677,5.290494922589215,-15.126055161489367,6.282462720574692
-13.008336078042632,4.143255933366483,-14.164105942206316,5.099391917989516,-15.31987580637,6.05552790261255
-13.136007580441987,3.983895848744346,-14.321240099005523,4.903256429223811,-15.50647261756906,5.822617009703276
-13.25861046343716,3.8206041399010755,-14.47213595499958,4.702282018339786,-15.685661446562,5.583959896778497
-13.376023732784653,3.653541956038849,-14.616644594196496,4.496667022817044,-15.857265455608339,5.339792089595238
-13.488131515763097,3.482874167363481,-14.75462340401612,4.286614359831973,-16.021115292269144,5.090354552300465
-13.594823175525631,3.3087692023774147,-14.88593621603155,4.072331326002969,-16.177049256537465,4.835893449628522
-13.695993420285113,3.1313988816611475,-15.010453440350908,3.8540293928137217,-16.324913460416703,4.576659903966296
-13.791542407224394,2.9509382483070494,-15.128052193506944,3.6319239979163718,-16.464561979789494,4.312909747525694
-13.881375841029126,2.767565395172973,-15.238616419728157,3.40623433252058,-16.595856998427188,4.044903269868187
-13.965405066945875,2.581461289126077,-15.342037005471848,3.177183125078245,-16.71866894399782,3.772904961030413
-14.043547158273636,2.3928095924504014,-15.43821188710601,2.944996421477422,-16.832876615938385,3.4971832505044427
-14.115724998202467,2.201796481594392,-15.527046151633805,2.7099033619623305,-16.938367305065142,3.218010242330269
-14.181867355918499,2.0086104634371584,-15.60845213036123,2.472135954999577,-17.03503690480396,2.9356614465619955
-14.24190895690013,1.8134421892549892,-15.682349485415545,2.231928848313833,-17.12279001393096,2.6504155073726765
-14.295790547336102,1.616484266571556,-15.748665289029049,1.9895190973188386,-17.201540030721993,2.362553928066121
-14.343458952601859,1.4179310690775209,-15.80733409550998,1.7451459311723385,-17.2712092384181,2.072360793267156
-14.384867129736477,1.2179785448072098,-15.85829800582951,1.4990505166857966,-17.331728881922544,1.7801224885643834
-14.419974213868395,1.0168240227614982,-15.901506724761102,1.2514757203218443,-17.383039235653808,1.4861274178821904
